66646 GFF lines processed.
file_1_file_1_g2659.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2659.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2659.t1.exon4	5499	1269	1386	1822	49	4	0	60
file_1_file_1_g2659.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g2659.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g2659.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g266.t1.exon1	12	21	17	30	7	1	20	39
file_1_file_1_g266.t1.exon2	4	2	6	7	4	0	5	20
file_1_file_1_g266.t1.exon3	1	0	0	0	0	0	0	0
file_1_file_1_g266.t1.exon4	9	7	6	27	0	2	0	2
file_1_file_1_g2660.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2660.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2660.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2661.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2661.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t1.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t2.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t2.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t2.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t2.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g2662.t2.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g2663.t1.exon1	1	1	2	4	6	0	0	3
file_1_file_1_g2663.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2663.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2663.t1.exon4	6	4	3	8	0	0	0	9
file_1_file_1_g2664.t1.exon1	0	0	0	0	0	0	0	2
file_1_file_1_g2664.t1.exon2	0	2	0	4	0	0	0	6
file_1_file_1_g2664.t1.exon3	0	0	0	2	0	0	0	0
file_1_file_1_g2665.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2665.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2665.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2665.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g2665.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g2665.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2665.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2665.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2665.t2.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g2665.t2.exon5	1	1	0	0	0	0	4	0
file_1_file_1_g2666.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2666.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2666.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2667.t1.exon1	0	2	0	0	0	0	0	0
file_1_file_1_g2667.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2667.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2668.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2669.t1.exon1	0	1	1	0	0	0	0	0
file_1_file_1_g267.t1.exon1	1	2	0	6	1	0	0	0
file_1_file_1_g267.t1.exon2	2	2	0	1	0	0	0	1
file_1_file_1_g267.t1.exon3	3	2	0	1	0	0	0	0
file_1_file_1_g267.t1.exon4	0	1	1	0	0	0	0	0
file_1_file_1_g267.t1.exon5	2	0	0	2	0	0	0	0
file_1_file_1_g267.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g267.t1.exon7	1	1	0	4	1	0	0	0
file_1_file_1_g2670.t1.exon1	1	1	0	0	0	0	0	0
file_1_file_1_g2670.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g2670.t1.exon3	1	0	1	0	0	0	0	0
file_1_file_1_g2671.t1.exon1	13	0	0	1	0	0	0	0
file_1_file_1_g2671.t1.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g2671.t1.exon2	6	1	0	0	0	0	0	0
file_1_file_1_g2671.t1.exon3	2	0	0	1	0	0	0	0
file_1_file_1_g2671.t1.exon4	3	3	1	2	0	0	0	0
file_1_file_1_g2671.t1.exon5	0	1	0	0	0	0	0	0
file_1_file_1_g2671.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g2671.t1.exon7	2	1	1	0	0	0	0	0
file_1_file_1_g2671.t1.exon8	3	1	0	0	0	0	0	0
file_1_file_1_g2671.t1.exon9	1	1	0	0	0	0	0	0
file_1_file_1_g2672.t1.exon1	1	1	0	0	0	0	0	0
file_1_file_1_g2672.t1.exon2	0	1	0	0	0	0	0	0
file_1_file_1_g2672.t1.exon3	1	0	3	0	0	0	0	0
file_1_file_1_g2672.t1.exon4	1	0	0	0	0	0	0	0
file_1_file_1_g2672.t1.exon5	2	0	1	1	0	0	0	0
file_1_file_1_g2673.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2673.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2674.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2674.t1.exon2	2	0	0	0	0	0	0	0
file_1_file_1_g2674.t1.exon3	2	2	0	3	0	0	0	11
file_1_file_1_g2674.t1.exon4	6	8	5	15	5	0	14	94
file_1_file_1_g2674.t1.exon5	31	35	30	51	8	0	105	381
file_1_file_1_g2675.t1.exon1	6	1	0	0	0	0	0	0
file_1_file_1_g2676.t1.exon1	2	0	0	0	0	0	0	0
file_1_file_1_g2676.t1.exon2	2	0	0	0	0	0	0	0
file_1_file_1_g2676.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2677.t1.exon1	0	0	3	0	0	0	0	0
file_1_file_1_g2677.t1.exon2	0	0	2	0	0	0	0	0
file_1_file_1_g2678.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t1.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t1.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t1.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t1.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t1.exon14	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t1.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t1.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t2.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t2.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t2.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t2.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t2.exon14	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t2.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t2.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t2.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t2.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t2.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t2.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g2678.t2.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g2679.t1.exon1	6	21	4	27	0	0	0	0
file_1_file_1_g268.t1.exon1	3	3	2	4	1	0	0	0
file_1_file_1_g268.t1.exon2	3	0	1	0	0	0	0	0
file_1_file_1_g268.t1.exon3	0	0	0	3	0	0	0	0
file_1_file_1_g2680.t1.exon1	3	4	0	1	0	0	0	1
file_1_file_1_g2680.t1.exon2	0	7	0	4	0	0	0	0
file_1_file_1_g2681.t1.exon1	7	78	18	154	1	0	2	23
file_1_file_1_g2681.t1.exon10	1	2	2	3	0	0	0	5
file_1_file_1_g2681.t1.exon11	0	2	2	5	0	0	0	0
file_1_file_1_g2681.t1.exon12	1	4	0	2	0	0	0	4
file_1_file_1_g2681.t1.exon13	1	0	0	0	0	0	0	0
file_1_file_1_g2681.t1.exon14	0	1	0	4	0	0	0	0
file_1_file_1_g2681.t1.exon15	20	30	20	37	30	0	26	51
file_1_file_1_g2681.t1.exon2	1	4	1	2	0	0	0	1
file_1_file_1_g2681.t1.exon3	5	5	2	4	5	0	0	1
file_1_file_1_g2681.t1.exon4	1	1	2	5	0	0	0	0
file_1_file_1_g2681.t1.exon5	1	0	0	0	0	0	0	1
file_1_file_1_g2681.t1.exon6	1	1	0	1	0	0	0	0
file_1_file_1_g2681.t1.exon7	1	5	0	7	0	0	0	3
file_1_file_1_g2681.t1.exon8	1	5	3	15	0	0	2	27
file_1_file_1_g2681.t1.exon9	1	1	1	1	0	0	0	0
file_1_file_1_g2682.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2682.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2682.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2682.t1.exon4	1	0	0	0	0	0	0	0
file_1_file_1_g2682.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g2683.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2683.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2684.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2684.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2685.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2685.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2686.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2686.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2686.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2687.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2688.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2688.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2688.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2688.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g2689.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2689.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2689.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g269.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g269.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g269.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g269.t1.exon4	5	8	0	15	0	0	0	0
file_1_file_1_g269.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g269.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g269.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g269.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g269.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g269.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g269.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g269.t2.exon4	5	11	2	7	0	0	1	0
file_1_file_1_g269.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g269.t2.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g269.t2.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g269.t2.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g2690.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2690.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2690.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2690.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g2691.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2692.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2692.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2692.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2693.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2694.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2694.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2694.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2695.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2695.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2695.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2696.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2696.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2697.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2697.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2697.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2698.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2698.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2698.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2698.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g2698.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g2698.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g2699.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2699.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2699.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2699.t1.exon4	4	0	1	0	0	0	0	0
file_1_file_1_g27.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g270.t1.exon1	6	21	0	26	0	0	0	0
file_1_file_1_g270.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g270.t1.exon3	1	0	0	2	0	0	0	0
file_1_file_1_g270.t1.exon4	0	0	0	1	0	0	0	0
file_1_file_1_g270.t1.exon5	0	1	0	1	0	0	0	0
file_1_file_1_g270.t1.exon6	3	2	0	0	0	0	0	0
file_1_file_1_g270.t1.exon7	1	0	0	0	0	0	0	0
file_1_file_1_g270.t1.exon8	1	5	0	7	0	0	0	0
file_1_file_1_g270.t1.exon9	3	5	1	21	0	6	0	0
file_1_file_1_g2700.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2700.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2700.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2700.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g2700.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g2700.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g2700.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g2700.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g2701.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2702.t1.exon1	5	1	3	0	0	0	0	0
file_1_file_1_g2703.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2703.t1.exon10	2	37	0	61	0	0	0	0
file_1_file_1_g2703.t1.exon2	1	1	0	1	0	0	0	0
file_1_file_1_g2703.t1.exon3	1	4	0	7	0	0	0	0
file_1_file_1_g2703.t1.exon4	2	1	0	7	0	0	0	0
file_1_file_1_g2703.t1.exon5	1	1	0	2	0	0	0	0
file_1_file_1_g2703.t1.exon6	1	2	0	8	0	0	0	0
file_1_file_1_g2703.t1.exon7	0	2	1	2	0	0	0	0
file_1_file_1_g2703.t1.exon8	0	1	2	2	0	0	0	0
file_1_file_1_g2703.t1.exon9	1	0	0	0	0	0	0	0
file_1_file_1_g2704.t1.exon1	2	0	0	0	0	0	0	0
file_1_file_1_g2704.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2705.t1.exon1	5	0	1	0	0	0	0	0
file_1_file_1_g2705.t1.exon2	4	0	0	0	0	0	0	1
file_1_file_1_g2705.t1.exon3	0	0	0	2	0	0	0	0
file_1_file_1_g2705.t1.exon4	5	4	2	4	0	0	0	1
file_1_file_1_g2705.t1.exon5	8	3	9	4	2	0	0	3
file_1_file_1_g2706.t1.exon1	1	0	0	0	0	0	0	0
file_1_file_1_g2706.t1.exon2	6	1	2	0	0	0	0	0
file_1_file_1_g2706.t1.exon3	3	1	1	0	0	0	0	0
file_1_file_1_g2706.t1.exon4	3	1	0	0	0	0	0	0
file_1_file_1_g2707.t1.exon1	7	1	1	0	0	0	0	0
file_1_file_1_g2707.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2707.t1.exon3	2	0	0	0	0	0	0	0
file_1_file_1_g2708.t1.exon1	4	0	0	0	0	0	0	0
file_1_file_1_g2708.t1.exon2	3	1	0	0	0	0	0	0
file_1_file_1_g2709.t1.exon1	3	4	0	1	0	0	0	0
file_1_file_1_g2709.t1.exon2	4	0	0	0	0	0	0	0
file_1_file_1_g2709.t1.exon3	2	1	0	0	0	0	0	0
file_1_file_1_g271.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon14	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon17	1	0	0	1	0	0	10	1
file_1_file_1_g271.t1.exon18	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon19	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon20	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon21	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon22	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon23	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon24	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon25	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon26	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon27	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon28	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon29	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon30	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon31	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g271.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon14	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon17	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon18	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon19	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon20	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon21	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon22	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon23	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon24	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon25	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon26	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon27	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon28	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon29	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon30	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon31	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g271.t2.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon14	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon17	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon18	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon19	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon20	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon21	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon22	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon23	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon24	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon25	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon26	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon27	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon28	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon29	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon30	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon31	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g271.t3.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g2710.t1.exon1	8	1	0	0	0	0	0	0
file_1_file_1_g2710.t1.exon2	3	2	1	1	0	0	0	0
file_1_file_1_g2711.t1.exon1	3	0	1	0	0	0	0	0
file_1_file_1_g2711.t1.exon2	1	0	1	0	0	0	0	0
file_1_file_1_g2712.t1.exon1	4	12	2	24	3	0	0	15
file_1_file_1_g2712.t1.exon2	5	0	0	0	0	0	0	0
file_1_file_1_g2712.t1.exon3	0	3	1	2	0	0	0	0
file_1_file_1_g2712.t1.exon4	6	2	0	6	0	0	0	1
file_1_file_1_g2712.t1.exon5	1	0	1	1	0	0	0	0
file_1_file_1_g2712.t1.exon6	2	0	0	0	0	0	4	0
file_1_file_1_g2712.t1.exon7	4	0	0	0	0	0	0	0
file_1_file_1_g2712.t1.exon8	2	1	0	0	0	0	0	0
file_1_file_1_g2712.t1.exon9	3	2	1	2	5	0	0	0
file_1_file_1_g2713.t1.exon1	40	50	35	71	22	11	0	72
file_1_file_1_g2713.t1.exon2	4	5	2	4	0	3	0	0
file_1_file_1_g2714.t1.exon1	3	3	1	7	0	1	0	2
file_1_file_1_g2714.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2714.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2714.t2.exon1	2	5	1	4	0	0	0	0
file_1_file_1_g2714.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2714.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2715.t1.exon1	6	3	6	14	20	0	7	0
file_1_file_1_g2715.t1.exon2	1	10	2	27	0	0	3	2
file_1_file_1_g2715.t1.exon3	2	1	0	5	0	0	0	2
file_1_file_1_g2715.t1.exon4	5	21	15	17	0	0	0	32
file_1_file_1_g2715.t1.exon5	14	29	36	37	1	0	0	55
file_1_file_1_g2715.t1.exon6	25	41	59	68	17	0	4	78
file_1_file_1_g2715.t1.exon7	35	2	49	9	14	0	0	19
file_1_file_1_g2716.t1.exon1	0	1	1	0	0	0	0	0
file_1_file_1_g2716.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g2716.t1.exon3	2	2	0	0	0	0	0	0
file_1_file_1_g2717.t1.exon1	5	4	4	10	0	0	0	5
file_1_file_1_g2717.t1.exon2	2	0	1	1	0	0	0	0
file_1_file_1_g2717.t1.exon3	2	0	0	0	2	0	0	1
file_1_file_1_g2718.t1.exon1	7	16	4	30	2	1	1	3
file_1_file_1_g2719.t1.exon1	2	0	0	0	0	0	0	0
file_1_file_1_g2719.t1.exon2	2	0	0	0	0	0	0	0
file_1_file_1_g2719.t1.exon3	1	0	0	0	0	0	0	0
file_1_file_1_g2719.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g272.t1.exon1	2	1	1	0	0	0	0	0
file_1_file_1_g272.t1.exon2	0	2	0	0	0	0	0	0
file_1_file_1_g272.t1.exon3	4	3	1	1	0	0	0	0
file_1_file_1_g2720.t1.exon1	2	0	0	0	0	0	0	0
